Transaction_number,1,2,3,4,5,6,7,8,9
2850,pork,brown bread,salt,liquor,shopping bags,,,,
2851,whole milk,yogurt,rolls/buns,waffles,specialty bar,,,,
2852,beverages,,,,,,,,
2853,tropical fruit,domestic eggs,newspapers,,,,,,
2854,specialty chocolate,,,,,,,,
2855,pastry,,,,,,,,
2856,cat food,,,,,,,,
2857,chicken,citrus fruit,root vegetables,other vegetables,beverages,ice cream,rice,Instant food products,sweet spreads
2858,bottled beer,liquor,red/blush wine,,,,,,
2859,whipped/sour cream,candy,,,,,,,
2860,long life bakery product,,,,,,,,
2861,beef,root vegetables,white wine,shopping bags,,,,,
2862,salty snack,,,,,,,,
2863,other vegetables,soda,specialty bar,,,,,,
2864,meat,citrus fruit,root vegetables,whole milk,dessert,yogurt,waffles,detergent,
2865,fish,rolls/buns,pot plants,,,,,,
2866,whole milk,sliced cheese,long life bakery product,candy,hair spray,,,,
2867,detergent,,,,,,,,
2868,hamburger meat,photo/film,,,,,,,
2869,whole milk,dessert,yogurt,sliced cheese,rolls/buns,soda,seasonal products,,
2870,beef,,,,,,,,
2871,frozen meals,bottled beer,,,,,,,
2872,pip fruit,yogurt,,,,,,,
2873,yogurt,frozen vegetables,decalcifier,,,,,,
2874,rolls/buns,,,,,,,,
2875,whole milk,frozen meals,pasta,candy,,,,,
2876,ham,frozen meals,rolls/buns,canned fish,coffee,instant coffee,,,
2877,frozen meals,,,,,,,,
2878,ice cream,canned fruit,canned beer,shopping bags,,,,,
2879,pork,frozen potato products,rolls/buns,margarine,coffee,female sanitary products,,,
2880,chewing gum,,,,,,,,
2881,tropical fruit,root vegetables,other vegetables,butter,dessert,sliced cheese,frozen vegetables,ice cream,frozen dessert
2882,whole milk,pastry,sugar,soda,hygiene articles,,,,
2883,whole milk,cereals,,,,,,,
2884,bottled water,soda,,,,,,,
2885,sausage,whole milk,rolls/buns,,,,,,
2886,whole milk,napkins,,,,,,,
2887,whole milk,,,,,,,,
2888,whole milk,specialty bar,,,,,,,
2889,pork,tropical fruit,white bread,soda,bottled beer,,,,
2890,curd,,,,,,,,
2891,dessert,frozen potato products,specialty chocolate,,,,,,
2892,waffles,,,,,,,,
2893,onions,other vegetables,spread cheese,misc. beverages,,,,,
2894,misc. beverages,canned beer,,,,,,,
2895,shopping bags,,,,,,,,
2896,white wine,,,,,,,,
2897,frankfurter,curd,semi-finished bread,,,,,,
2898,white bread,canned beer,,,,,,,
2899,pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags,
2900,other vegetables,whole milk,,,,,,,
2901,pork,,,,,,,,
2902,berries,salt,organic products,cat food,soda,bottled beer,female sanitary products,,
2903,frankfurter,root vegetables,bottled beer,shopping bags,,,,,
2904,root vegetables,whole milk,hard cheese,candy,,,,,
2905,finished products,pip fruit,frozen potato products,soda,,,,,
2906,bottled water,misc. beverages,bottled beer,,,,,,
2907,margarine,coffee,instant coffee,soda,canned beer,,,,
2908,soda,shopping bags,,,,,,,
2909,hamburger meat,whole milk,canned vegetables,soda,,,,,
2910,root vegetables,onions,other vegetables,whole milk,curd,yogurt,frozen fish,waffles,
2911,root vegetables,onions,other vegetables,curd,whipped/sour cream,pickled vegetables,specialty vegetables,,
2912,soda,,,,,,,,
2913,canned beer,,,,,,,,
2914,frozen fish,,,,,,,,
2915,beverages,,,,,,,,
2916,pip fruit,,,,,,,,
2917,pot plants,,,,,,,,
2918,pork,whole milk,,,,,,,
2919,fruit/vegetable juice,,,,,,,,
2920,fruit/vegetable juice,,,,,,,,
2921,fruit/vegetable juice,salty snack,,,,,,,
2922,tropical fruit,,,,,,,,
2923,yogurt,misc. beverages,,,,,,,
2924,canned beer,,,,,,,,
2925,canned beer,,,,,,,,
2926,cream cheese ,rolls/buns,candy,shopping bags,,,,,
2927,bottled water,,,,,,,,
2928,sausage,hamburger meat,citrus fruit,other vegetables,dessert,yogurt,frozen meals,frozen potato products,white bread
2929,soda,bottled beer,liquor,red/blush wine,,,,,
2930,newspapers,,,,,,,,
2931,whole milk,beverages,,,,,,,
2932,pot plants,,,,,,,,
2933,yogurt,hard cheese,sugar,bottled beer,,,,,
2934,roll products ,misc. beverages,,,,,,,
2935,soft cheese,,,,,,,,
2936,frozen meals,,,,,,,,
2937,ice cream,,,,,,,,
2938,frankfurter,pork,tropical fruit,whole milk,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers
2939,meat,turkey,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt
2940,soda,,,,,,,,
2941,butter milk,pastry,,,,,,,
2942,frozen potato products,rolls/buns,oil,bottled water,canned beer,hygiene articles,napkins,,
2943,other vegetables,margarine,coffee,canned beer,flower (seeds),,,,
2944,frankfurter,pork,whole milk,pastry,soda,,,,
2945,misc. beverages,salty snack,,,,,,,
2946,sausage,UHT-milk,,,,,,,
2947,butter,yogurt,rolls/buns,detergent,shopping bags,,,,
2948,frankfurter,pork,beef,hamburger meat,other vegetables,whole milk,butter,curd,yogurt
2949,bottled water,,,,,,,,
2950,kitchen towels,,,,,,,,
2951,other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers,
2952,butter,ice cream,margarine,soda,,,,,
2953,sausage,whole milk,domestic eggs,rolls/buns,fruit/vegetable juice,light bulbs,,,
2954,frankfurter,pork,pip fruit,root vegetables,other vegetables,whole milk,butter milk,yogurt,cream cheese 
2955,liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,white wine,,,
2956,white wine,,,,,,,,
2957,frankfurter,tropical fruit,root vegetables,whole milk,curd,dessert,frozen vegetables,pastry,instant coffee
2958,meat,,,,,,,,
2959,canned beer,,,,,,,,
2960,chicken,soda,liquor,white wine,shopping bags,,,,
2961,other vegetables,hard cheese,processed cheese,cereals,pickled vegetables,long life bakery product,specialty chocolate,,
2962,pip fruit,whole milk,dessert,butter milk,rolls/buns,cereals,,,
2963,other vegetables,whole milk,processed cheese,white bread,soda,newspapers,,,
2964,yogurt,frozen vegetables,,,,,,,
2965,root vegetables,whole milk,rolls/buns,,,,,,
2966,shopping bags,,,,,,,,
2967,UHT-milk,bottled water,soda,,,,,,
2968,whole milk,dessert,butter milk,,,,,,
2969,hamburger meat,pip fruit,other vegetables,whole milk,yogurt,cream cheese ,margarine,sugar,baking powder
2970,frozen vegetables,bottled beer,,,,,,,
2971,root vegetables,other vegetables,whole milk,butter,dessert,frozen meals,frozen fish,rice,bottled water
2972,sausage,other vegetables,whole milk,butter,cat food,salty snack,long life bakery product,waffles,chocolate
2973,whole milk,rolls/buns,salty snack,chocolate,newspapers,,,,
2974,beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt
2975,sausage,meat,whole milk,rolls/buns,bottled beer,,,,
2976,pork,beef,packaged fruit/vegetables,pastry,,,,,
2977,bottled beer,,,,,,,,
2978,salty snack,female sanitary products,,,,,,,
2979,bottled beer,,,,,,,,
2980,soda,skin care,,,,,,,
2981,bottled water,,,,,,,,
2982,frankfurter,other vegetables,mustard,soda,napkins,light bulbs,,,
2983,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,baking powder,long life bakery product,chocolate,newspapers
2984,canned beer,,,,,,,,
2985,chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles
2986,citrus fruit,tropical fruit,ice cream,,,,,,
2987,curd,,,,,,,,
2988,citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack
2989,citrus fruit,tropical fruit,brown bread,napkins,,,,,
2990,other vegetables,soda,bottled beer,,,,,,
2991,bottled water,soda,waffles,,,,,,
2992,chicken,root vegetables,onions,other vegetables,frozen vegetables,cake bar,,,
2993,waffles,,,,,,,,
2994,curd,cake bar,,,,,,,
2995,oil,,,,,,,,
2996,berries,root vegetables,herbs,other vegetables,whole milk,curd,cream cheese ,cereals,long life bakery product
2997,frankfurter,hamburger meat,whole milk,cream cheese ,salty snack,,,,
2998,pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware,
2999,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,napkins,dishes,,
3000,frankfurter,meat,whole milk,roll products ,flour,pickled vegetables,bottled beer,napkins,shopping bags
3001,specialty cheese,chewing gum,,,,,,,
3002,pork,root vegetables,onions,bottled water,soda,,,,
3003,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,hard cheese,specialty cheese
3004,bottled beer,white wine,,,,,,,
3005,other vegetables,butter milk,rolls/buns,oil,bottled water,fruit/vegetable juice,softener,dishes,
3006,frankfurter,beef,pip fruit,whole milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,flour
3007,canned beer,,,,,,,,
3008,citrus fruit,tropical fruit,dessert,condensed milk,margarine,,,,
3009,other vegetables,white bread,,,,,,,
3010,citrus fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,soft cheese,frozen vegetables,white bread,flour
3011,whole milk,cream cheese ,salty snack,candy,,,,,
3012,soda,fruit/vegetable juice,cake bar,candy,candles,,,,
3013,other vegetables,,,,,,,,
3014,pip fruit,,,,,,,,
3015,canned beer,,,,,,,,
3016,tropical fruit,other vegetables,whole milk,curd,butter milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns
3017,root vegetables,onions,other vegetables,frozen fruits,canned beer,,,,
3018,other vegetables,whole milk,yogurt,rolls/buns,newspapers,,,,
3019,root vegetables,other vegetables,yogurt,rolls/buns,flour,,,,
3020,bottled water,,,,,,,,
3021,whole milk,,,,,,,,
3022,root vegetables,whole milk,roll products ,,,,,,
3023,tropical fruit,pip fruit,other vegetables,frozen vegetables,ice cream,brown bread,pastry,flour,pickled vegetables
3024,butter,curd,dessert,cream cheese ,canned beer,candy,shopping bags,,
3025,flower soil/fertilizer,,,,,,,,
3026,pasta,soda,snack products,cake bar,,,,,
3027,other vegetables,dessert,candy,abrasive cleaner,dishes,cling film/bags,candles,,
3028,other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags,
3029,beef,,,,,,,,
3030,root vegetables,,,,,,,,
3031,whole milk,frozen vegetables,coffee,,,,,,
3032,pork,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,domestic eggs,rolls/buns
3033,beef,other vegetables,,,,,,,
3034,specialty bar,,,,,,,,
3035,salty snack,,,,,,,,
3036,sausage,ham,grapes,other vegetables,bottled water,misc. beverages,brandy,shopping bags,
3037,tropical fruit,frozen meals,rolls/buns,bottled beer,newspapers,,,,
3038,canned beer,,,,,,,,
3039,pip fruit,grapes,whole milk,yogurt,spread cheese,brown bread,semi-finished bread,rice,pickled vegetables
3040,turkey,,,,,,,,
3041,other vegetables,,,,,,,,
3042,sausage,beef,citrus fruit,tropical fruit,nuts/prunes,root vegetables,other vegetables,whole milk,mayonnaise
3043,frankfurter,pip fruit,nuts/prunes,onions,specialty cheese,brown bread,soda,fruit/vegetable juice,salty snack
3044,citrus fruit,whole milk,soft cheese,rice,margarine,sugar,soups,bottled water,
3045,chicken,pork,frozen vegetables,soda,,,,,
3046,citrus fruit,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese
3047,flour,sugar,cat food,misc. beverages,waffles,,,,
3048,baking powder,,,,,,,,
3049,finished products,tropical fruit,pip fruit,other vegetables,whole milk,frozen fish,pastry,canned fish,seasonal products
3050,frankfurter,rolls/buns,margarine,soda,,,,,
3051,chicken,curd,UHT-milk,cream cheese ,margarine,coffee,salty snack,waffles,dishes
3052,chicken,other vegetables,whole milk,domestic eggs,oil,margarine,sugar,coffee,bottled beer
3053,sausage,beef,whole milk,pastry,,,,,
3054,beef,other vegetables,margarine,soda,,,,,
3055,whole milk,frozen meals,specialty chocolate,,,,,,
3056,sausage,other vegetables,,,,,,,
3057,other vegetables,pot plants,,,,,,,
3058,onions,roll products ,,,,,,,
3059,sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables
3060,frankfurter,sausage,tropical fruit,oil,spices,pickled vegetables,bottled water,misc. beverages,
3061,zwieback,long life bakery product,dental care,,,,,,
3062,chicken,tropical fruit,pip fruit,whipped/sour cream,sugar,baking powder,instant coffee,soda,
3063,frankfurter,curd cheese,,,,,,,
3064,whole milk,whipped/sour cream,semi-finished bread,baking powder,pickled vegetables,bottled water,soda,napkins,
3065,frozen fish,brandy,,,,,,,
3066,berries,whole milk,frozen meals,frozen dessert,rolls/buns,soda,shopping bags,,
3067,chicken,pork,other vegetables,whole milk,butter,curd,margarine,pickled vegetables,waffles
3068,onions,yogurt,ice cream,,,,,,
3069,beef,root vegetables,herbs,packaged fruit/vegetables,whipped/sour cream,cream cheese ,vinegar,oil,margarine
3070,root vegetables,whole milk,semi-finished bread,cat food,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles
3071,soda,,,,,,,,
3072,whole milk,soft cheese,rum,,,,,,
3073,citrus fruit,butter,dessert,processed cheese,white bread,pickled vegetables,seasonal products,dental care,
3074,sausage,citrus fruit,whole milk,UHT-milk,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice
3075,sparkling wine,,,,,,,,
3076,UHT-milk,cat food,coffee,bottled beer,white wine,sparkling wine,shopping bags,,
3077,soda,,,,,,,,
3078,curd,cat food,soda,,,,,,
3079,whole milk,processed cheese,mayonnaise,margarine,mustard,cat food,coffee,bottled water,
3080,frankfurter,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt
3081,chocolate,,,,,,,,
3082,other vegetables,processed cheese,tea,,,,,,
3083,coffee,,,,,,,,
3084,tropical fruit,other vegetables,butter milk,curd cheese,sugar,fruit/vegetable juice,bottled beer,chocolate,candles
3085,beef,fish,yogurt,pastry,soda,specialty chocolate,,,
3086,whipped/sour cream,domestic eggs,bottled water,soda,,,,,
3087,tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar
3088,UHT-milk,canned beer,,,,,,,
3089,root vegetables,semi-finished bread,specialty bar,,,,,,
3090,frankfurter,sausage,butter,dessert,spread cheese,white bread,pastry,coffee,waffles
